19;190600;BOLÍVAR
19;190700;CAJIGAL
19;190800;CRUZ SALMERÓN ACOSTA
19;190900;LIBERTADOR
19;191000;MARIÑO
19;191100;MEJÍAS
19;191200;MONTES
19;191300;RIBERO
19;191400;SUCRE
19;191500;VALDEZ
20;200100;ANDRÉS BELLO
20;200200;ANTONIO RÓMULO COSTA
20;200300;AYACUCHO
20;200400;BOLÍVAR
20;200500;CÁRDENAS
20;200600;CÓRDOBA
20;200700;FERNÁNDEZ FEO
20;200800;FRANCISCO DE MIRANDA
20;200900;GARCÍA DE HEVIA
20;201000;GUASIMOS
20;201100;INDEPENDENCIA
20;201200;JÁUREGUI
20;201300;JOSÉ MARÍA VARGAS
20;201400;JUNÍN
20;201500;LIBERTAD
20;201600;LIBERTADOR
20;201700;LOBATERA
20;201800;MICHELENA
20;201900;PANAMERICANO
20;202000;PEDRO MARÍA UREÑA
20;202100;RAFAEL URDANETA
20;202200;SAMUEL DARÍO MALDONADO
20;202300;SAN CRISTÓBAL
20;202400;SEBORUCO
20;202500;SIMÓN RODRÍGUEZ
20;202600;SUCRE
20;202700;TORBES
20;202800;URIBANTE
20;202900;SAN JUDAS TADEO
21;210100;ANDRÉS BELLO
21;210200;BOCONO
21;210300;BOLÍVAR
21;210400;CANDELARIA
21;210500;CARACHE
21;210600;ESCUQUE
21;210700;JOSÉ FELIPE MÁRQUEZ CARRIZALES
21;210800;JUAN VICENTE CAMPO ELÍAS
21;210900;LA CEIBA
21;211000;MIRANDA
21;211100;MONTE CARMELO
21;211200;MOTATAN
21;211300;PAMPAN
21;211400;PAMPANITO
21;211500;RAFAEL RANGEL
21;211600;SAN RAFAEL DE CARVAJAL
21;211700;SUCRE
21;211800;TRUJILLO
21;211900;URDANETA
21;212000;VALERA
22;220100;ARÍSTIDES BASTIDAS
22;220200;BOLÍVAR
22;220300;BRUZUAL
22;220400;COCOROTE
22;220500;INDEPENDENCIA
22;220600;JOSÉ ANTONIO PÁEZ
22;220700;LA TRINIDAD
22;220800;MANUEL MONGE
22;220900;NIRGUA
22;221000;PEÑA
22;221100;SAN FELIPE
22;221200;SUCRE
22;221300;URACHICHE
22;221400;VEROES
23;230100;ALMIRANTE PADILLA
23;230200;BARALT
23;230300;CABIMAS
23;230400;CATATUMBO
23;230500;COLON
23;230600;FRANCISCO JAVIER PULGAR
23;230700;JESÚS ENRIQUE LOSSADA
23;230800;JESÚS MARÍA SEMPRON
23;230900;LA CAÑADA DE URDANETA
23;231000;LAGUNILLAS
23;231100;MACHIQUES DE PERIJÁ
23;231200;MARA
23;231300;MARACAIBO
23;231400;MIRANDA
23;231500;PÁEZ
23;231600;ROSARIO DE PERIJÁ
23;231700;SAN FRANCISCO
23;231800;SANTA RITA
23;231900;SIMÓN BOLÍVAR
23;232000;SUCRE
23;232100;VALMORE RODRÍGUEZ
24;240100;VARGAS
25;250100;ARCHIPIÉLAGO LOS ROQUES
25;250200;ARCHIPIÉLAGO LAS AVES
25;250300;ARCHIPIÉLAGO LA ORCHILA
26;260100;OTRAS DEPENDENCIAS FEDERALES (M)
27;270100;REGISTRO DE NORMALIZACIÓN (MUNICIPIO)
